"Time","ankleAngleVel","kneeAngleVel","HipAngleVel","MetheadVel.X","MetheadVel.Z","heelVel.Z","lateralMalleoleiVel.Z","kneeMarkerVel.Z","hipMarkerVel.Z","footRotationAngle","hipAbdAdd","ankleAngle","kneeAngle","hipFlex","trunk.X","hip.X","knee.X","lateralMalleolei.X","heel.X","Methead.X","trunk.Y","hip.Y","knee.Y","lateralMalleolei.Y","heel.Y","Methead.Y","trunk.Z","hip.Z","knee.Z","lateralMalleolei.Z","heel.Z","Methead.Z"
2.835,40,-112.48,-150.94,-0.0034,0.0134,0.0244,0.0165,-0.0096,0.1032,-18.24,159.3,10.7,36.3,156.8,1795.67,1791.13,1851.21,1813.83,1801.19,1864.43,367.61,371.59,347.24,350.17,345.33,324.49,422.43,376.58,216.41,73.16,49.18,45.03
2.84,32.44,-106.64,-137.57,-0.0044,0.0128,0.0252,0.0197,0.0019,0.1053,-18.2,159.7,10.9,35.7,157.4,1798.64,1793.94,1851.95,1813.95,1801.23,1864.41,367.13,370.83,347.63,350.4,345.43,324.66,422.87,377.08,216.4,73.2,49.29,45.14
2.845,21.44,-108.77,-132.7,-0.0041,0.0121,0.0288,0.023,0.0095,0.1053,-18.24,160,11,35.2,158.1,1801.6,1796.71,1852.71,1814.03,1801.23,1864.37,366.84,370.15,348.14,350.51,345.5,324.69,423.4,377.52,216.46,73.35,49.42,45.22
2.85,11.21,-106.64,-108.02,-0.004,0.0109,0.0328,0.0233,0.0156,0.1028,-18.31,160.2,11.1,34.7,158.6,1804.6,1799.35,1853.36,1814.15,1801.18,1864.34,366.54,369.22,348.57,351.08,345.6,324.71,423.93,377.95,216.59,73.49,49.63,45.29
2.855,8.33,-99.65,-76.7,-0.0034,0.009,0.0351,0.0251,0.0197,0.0982,-18.29,160.4,11.1,34.1,159,1807.64,1801.91,1853.99,1814.26,1801.2,1864.28,366.19,368.47,349.13,351.28,345.69,324.84,424.6,378.42,216.79,73.62,49.78,45.27
2.86,10.88,-89.19,-42.65,-0.0044,0.007,0.0376,0.0277,0.0225,0.0935,-18.44,160.2,11.1,33.6,159.3,1810.77,1804.35,1854.66,1814.42,1801.26,1864.27,365.95,367.44,349.62,351.5,345.82,324.8,425.23,378.85,217.02,73.81,49.94,45.29
2.865,13.22,-71.1,-9.76,-0.0058,0.0045,0.0392,0.0316,0.0208,0.0895,-18.41,160.1,11.2,33.2,159.4,1813.77,1806.75,1855.48,1814.55,1801.32,1864.24,365.8,366.72,350.08,351.54,345.74,324.8,425.77,379.32,217.19,74.01,50.08,45.33
2.87,17.47,-51.09,47.92,-0.006,0.0029,0.0416,0.0326,0.0176,0.0855,-18.57,160,11.3,32.9,159.4,1816.8,1809.25,1856.37,1814.72,1801.33,1864.23,365.64,366.4,350.47,351.76,345.95,324.82,426.27,379.85,217.29,74.18,50.3,45.42
2.875,14.91,-31.65,140.8,-0.006,0.0016,0.0426,0.0339,0.013,0.084,-18.69,160,11.4,32.7,159.3,1819.7,1811.65,1857.3,1814.85,1801.3,1864.23,365.93,367.03,350.77,352.12,346.09,324.8,426.73,380.35,217.42,74.26,50.59,45.43
2.88,15.62,-17.22,224.05,-0.0043,2e-04,0.0461,0.0358,0.0077,0.0821,-18.65,159.8,11.5,32.6,158.5,1822.64,1814.05,1858.3,1815.02,1801.27,1864.23,366.11,368.81,351.03,352.23,346.15,324.9,427.13,380.88,217.5,74.33,50.81,45.43
2.885,18.53,-14.32,290.76,-0.0051,-6e-04,0.0484,0.0396,0.0017,0.0762,-18.64,159.8,11.5,32.6,157.2,1825.54,1816.52,1859.33,1815.15,1801.27,1864.21,366.34,371.76,351.36,352.45,346.26,325.03,427.37,381.25,217.53,74.54,51.06,45.38
2.89,19.83,-21.8,292.55,-0.0059,-0.0018,0.0515,0.0424,-0.0043,0.0683,-18.78,159.9,11.6,32.5,155.9,1828.5,1819.18,1860.39,1815.29,1801.32,1864.12,366.73,374.47,351.76,352.53,346.36,325,427.53,381.56,217.44,74.78,51.24,45.37
2.895,17.72,-45.83,258.06,-0.0077,-0.0031,0.0537,0.0469,-0.0103,0.0558,-18.92,160.5,11.7,32.4,154.7,1831.57,1822.3,1861.46,1815.42,1801.39,1864.07,367.06,377.16,351.99,352.57,346.45,324.96,427.67,381.79,217.34,74.98,51.5,45.37
2.9,18.36,-60.8,202.45,-0.008,-0.0044,0.0546,0.0515,-0.0156,0.0431,-19.12,161.7,11.9,32.1,154,1834.67,1825.98,1862.56,1815.58,1801.46,1864.04,367.76,379.72,352.03,352.72,346.71,325.02,427.83,382.15,217.24,75.18,51.76,45.37
2.905,19.74,-64.14,147.24,-0.0091,-0.0047,0.0593,0.0568,-0.0203,0.0298,-19.12,163.4,11.9,31.7,153.1,1838,1830.29,1863.66,1815.78,1801.47,1864.06,368.1,382.15,352.19,352.93,346.82,325.12,427.87,382.52,217.17,75.41,52.09,45.28
2.91,20.38,-50.77,145.13,-0.0099,-0.0036,0.0623,0.0603,-0.0213,0.0119,-19.08,164.8,12,31.3,152.7,1841.37,1834.33,1864.85,1815.98,1801.61,1864.01,368.59,383.81,352.39,353.28,346.64,325.06,427.83,382.66,217.1,75.79,52.36,45.27
2.915,23.39,-29.55,124.48,-0.0111,-0.0028,0.0684,0.0649,-0.0213,4e-04,-19.04,165.4,12.1,31.1,152.4,1844.9,1837.88,1866.08,1816.18,1801.72,1863.94,369.27,385.01,352.57,353.52,346.61,325.14,427.67,382.73,216.98,76.13,52.66,45.24
2.92,16.74,-11.41,141.11,-0.013,-0.0027,0.0722,0.0719,-0.0207,-0.0174,-19.36,165.2,12.3,31.1,151.7,1848.47,1840.84,1867.38,1816.41,1801.79,1863.85,370,386.27,352.95,353.89,346.97,325.16,427.43,382.64,216.78,76.53,52.99,45.26
2.925,15.99,5.58,110.35,-0.0155,-0.0021,0.0778,0.0798,-0.0219,-0.0302,-19.53,165.1,12.3,31.1,151.2,1852.07,1843.9,1868.71,1816.64,1801.77,1863.83,371.01,387.57,353.4,354.14,347.25,325.24,427.13,382.5,216.64,76.84,53.32,45.21
2.93,12.8,5.6,26.47,-0.0199,-3e-04,0.085,0.0878,-0.0226,-0.0481,-19.73,164.8,12.3,31.1,150.5,1855.7,1846.9,1870.14,1816.94,1801.77,1863.78,371.82,388.79,353.77,354.34,347.57,325.32,426.7,382.37,216.48,77.17,53.77,45.2
2.935,17.75,12.09,-40.02,-0.0223,6e-04,0.0941,0.0953,-0.0227,-0.0603,-20.06,164.5,12.5,31.2,150.7,1859.37,1849.8,1871.69,1817.15,1801.85,1863.71,372.82,389.34,354.1,354.62,347.86,325.28,426.27,381.85,216.47,77.56,54.18,45.2
2.94,26.25,11.72,-141.06,-0.0249,0.0018,0.1051,0.1032,-0.0239,-0.0755,-20.45,164.1,12.5,31.2,151.2,1863.17,1852.9,1873.38,1817.38,1801.92,1863.56,373.77,389.3,354.66,354.83,348.23,325.25,425.73,381.58,216.37,78.02,54.66,45.23
2.945,23.89,6.73,-208.12,-0.027,0.0026,0.1165,0.1118,-0.0252,-0.0895,-20.51,164.1,12.7,31.3,151.9,1867.07,1856.29,1875.27,1817.58,1802.02,1863.42,374.89,389.75,355.41,355.05,348.45,325.48,425.27,380.92,216.3,78.58,55.11,45.23
2.95,21.88,8.17,-238.72,-0.0318,0.0054,0.1307,0.1228,-0.0303,-0.1029,-20.63,164.6,12.9,31.3,152.7,1870.94,1860.27,1877.3,1817.84,1802.09,1863.26,376.13,390.11,356.07,355.54,348.73,325.7,424.63,380.64,216.14,79.17,55.66,45.26
2.955,15.16,26.11,-236.68,-0.0354,0.0077,0.1453,0.1378,-0.0363,-0.1149,-20.85,165.4,12.9,31.4,153.9,1874.84,1864.46,1879.48,1818.08,1802.22,1863.07,377.18,390.21,356.59,355.75,349.03,325.86,424,380.12,216.04,79.8,56.34,45.27
2.96,19.46,73.04,-135.86,-0.0388,0.0102,0.1663,0.1543,-0.0441,-0.1211,-21.15,166.4,13,31.4,155,1878.7,1868.85,1881.84,1818.37,1802.29,1862.9,378.46,390.64,357.18,355.58,349.5,326.06,423.23,379.65,215.97,80.55,57.07,45.29
2.965,22.99,133.43,25.79,-0.0399,0.0112,0.1918,0.1704,-0.0509,-0.131,-21.55,167,13,31.8,155.5,1882.57,1872.96,1884.55,1818.7,1802.42,1862.7,379.92,391.64,357.6,355.32,350.06,326.25,422.57,378.96,215.78,81.29,57.91,45.33
2.97,22.36,191.37,152.7,-0.0417,0.0141,0.2247,0.1918,-0.0544,-0.1384,-21.91,167.3,13.3,32.8,154.8,1886.37,1876.77,1887.47,1819.15,1802.52,1862.5,381.29,393.57,358.03,356.47,350.56,326.43,421.8,378.16,215.52,82.11,58.81,45.39
2.975,15.06,231.23,201.04,-0.042,0.0163,0.261,0.2179,-0.0572,-0.1535,-22.13,166.8,13.4,34,153.5,1890.14,1880.03,1890.56,1819.68,1802.73,1862.25,382.95,395.99,358.27,356.93,350.79,326.59,420.93,377.36,215.13,82.98,59.85,45.48
2.98,-16.65,246.05,139,-0.0414,0.0233,0.3028,0.2524,-0.0592,-0.1682,-22.28,166.4,13.4,35.2,152.6,1893.87,1883.39,1893.84,1820.33,1803.05,1862.01,384.29,397.74,358.54,357,350.9,326.75,420,376.62,214.67,84.05,61.04,45.58
2.985,-48.23,249.97,-21.76,-0.0419,0.0308,0.3461,0.2859,-0.0612,-0.1835,-22.23,166.2,13.3,36.5,152.3,1897.57,1886.88,1897.36,1821.09,1803.45,1861.77,385.59,398.85,358.8,357.24,350.85,327.01,418.97,375.79,214.26,85.27,62.5,45.71
2.99,-83.18,273.38,-157.51,-0.0426,0.0431,0.3871,0.3249,-0.0576,-0.1924,-22.37,166.3,12.9,37.7,152.6,1901.2,1890.71,1901.14,1821.89,1803.9,1861.57,386.91,399.69,359.19,357.57,351.02,327.29,418.03,375.03,213.83,86.54,64.25,45.79
2.995,-122.56,309.49,-242.11,-0.0449,0.0575,0.4353,0.3607,-0.0486,-0.1985,-22.44,166.8,12.4,39,153.8,1904.84,1894.76,1905.13,1822.78,1804.43,1861.34,388.16,399.77,359.3,357.88,351.03,327.52,417.23,374,213.58,88.16,66.34,45.94
3,-153.19,360.24,-259.32,-0.0481,0.0771,0.4996,0.4133,-0.0318,-0.2,-22.8,166.9,11.7,40.7,155,1908.3,1898.44,1909.47,1823.97,1805.13,1861.16,389.2,399.39,359.12,358.17,351.17,327.62,416.47,372.97,213.29,90.07,68.71,46.08
3.005,-167.47,425.34,-183.05,-0.0531,0.1017,0.58,0.4647,-0.012,-0.2006,-23.43,166.7,10.8,42.6,156.2,1911.67,1901.82,1914.18,1825.48,1806.13,1861,390.37,399.12,358.97,358.18,351.53,327.76,415.8,371.71,213.08,92.42,71.48,46.43
3.01,-192.54,483.89,-79.75,-0.0579,0.1342,0.6587,0.5211,0.013,-0.1936,-23.93,166,9.9,44.9,156.9,1914.97,1904.87,1919.29,1827.37,1807.25,1860.8,391.6,399.12,358.95,358.42,351.74,327.97,415.13,370.47,212.91,94.85,74.37,46.83
3.015,-247.07,537.63,24.76,-0.0598,0.1776,0.7309,0.5787,0.0402,-0.185,-24.89,165.2,9.1,47.5,156.9,1918.24,1907.8,1924.73,1829.43,1808.61,1860.57,392.54,399.26,358.63,358.99,352.05,327.94,414.67,369.34,212.9,97.54,77.27,47.48
3.02,-328.9,584.65,78.23,-0.0545,0.229,0.7976,0.6313,0.0718,-0.1711,-26.3,164.1,7.9,50.4,156.6,1921.44,1910.61,1930.57,1831.43,1810.24,1860.26,393.45,399.51,358.3,359.13,352.65,327.93,414.17,368.24,213.09,100.15,80.57,48.26
3.025,-426.01,612.18,103.57,-0.0401,0.2877,0.8613,0.6804,0.1076,-0.1565,-27.96,162.6,5.9,53.4,156.2,1924.64,1913.15,1936.81,1834.29,1812.37,1859.84,394.37,399.49,358.04,359.16,353.22,328.02,413.73,367.36,213.54,103.64,84.83,49.34
3.03,-504.07,627.32,104.86,-0.0119,0.3455,0.9143,0.7218,0.1485,-0.1367,-29.9,161.2,3.3,56.6,155.9,1927.8,1915.91,1943.42,1837.25,1814.91,1859.35,395.2,399.02,357.65,359.33,354.04,328.49,413.33,366.59,214.06,107.29,90.04,50.67
3.035,-545.22,634.06,98.08,0.0331,0.4073,0.9616,0.7601,0.1923,-0.116,-31.93,160.2,0.6,59.8,155.5,1930.84,1919,1950.3,1840.84,1817.89,1858.88,396.12,399.1,357.47,359.91,354.66,329.12,413,366.12,214.91,111.33,95.43,52.42
3.04,-552.9,635.74,138.53,0.0999,0.4677,1.0025,0.7882,0.2357,-0.0973,-34.76,159.4,-2.2,62.9,155.1,1933.7,1922.26,1957.42,1844.85,1821.41,1858.58,397.11,399.4,357.15,360,355.62,329.82,412.67,365.78,215.84,115.47,100.8,54.67
3.045,-541.3,637.75,195.27,0.1916,0.5299,1.0255,0.8114,0.2759,-0.078,-37.76,158.4,-5,66.1,154.7,1936.6,1925.43,1964.83,1849.46,1825.5,1858.62,398.14,399.44,356.75,360.25,356.47,330.82,412.5,365.44,217.17,119.73,106.22,57.39
3.05,-515.06,630.36,267.06,0.3053,0.5843,1.0289,0.8132,0.3116,-0.0638,-41.59,157.2,-7.8,69.3,153.9,1939.57,1928.5,1972.42,1854.51,1830.1,1859.16,399.3,400.03,356.5,360.74,357.56,331.77,412.53,365.14,218.67,124.09,111.77,60.46
3.055,-453.76,611.79,353.71,0.4364,0.6281,0.9914,0.8098,0.3469,-0.0485,-45.51,155.8,-10.3,72.5,152.6,1942.5,1931.37,1980.14,1860.09,1834.96,1860.4,400.51,400.91,356.26,361.02,358.7,332.81,412.63,364.88,220.51,128.51,117.2,63.71
3.06,-359.27,569.43,390.73,0.5776,0.6552,0.9504,0.7942,0.3773,-0.039,-49.23,154.5,-12.5,75.5,151.1,1945.3,1934.24,1987.72,1865.99,1840.27,1862.46,401.29,402.03,356.21,361.31,359.58,333.84,412.73,364.67,222.53,132.86,122.45,67.2
3.065,-243.26,520.8,404.94,0.7236,0.666,0.8991,0.7705,0.4079,-0.0264,-52.66,153,-14.1,78.3,149.4,1948.04,1936.88,1995.13,1872.11,1845.84,1865.57,402.22,403.5,356.34,361.47,360.65,334.79,412.83,364.47,224.69,136.95,127.4,70.87
3.07,-126.57,474.88,386.35,0.8708,0.6596,0.8332,0.7351,0.433,-0.015,-54.71,151.8,-15,80.7,147.9,1950.6,1939.64,2002.16,1878.39,1851.64,1869.84,403.39,405.25,356.47,361.39,361.45,335.74,413.03,364.34,226.88,140.72,131.85,74.76
3.075,-37.58,435.27,372.03,1.0148,0.6392,0.7584,0.6894,0.4558,-0.0018,-54.92,150.7,-15.1,82.9,146.4,1953.07,1942.25,2009.03,1884.69,1857.31,1875.1,404.59,407.14,357.02,361.28,362.26,336.92,413.33,364.17,229.12,144.3,136.28,78.56
3.08,17.14,395.33,358.12,1.1521,0.6077,0.6778,0.6338,0.4716,0.0103,-54.84,149.8,-15,85,145.2,1955.27,1944.91,2015.78,1891.14,1863.64,1881.17,405.7,408.87,357.4,361.17,362.87,337.99,413.67,364.17,231.41,147.78,139.61,82.07
3.085,52.23,353.74,336.81,1.2781,0.5655,0.593,0.5741,0.4851,0.0178,-54.51,148.8,-14.8,87,143.7,1957.47,1947.48,2022.6,1897.64,1870.14,1887.76,406.94,411.15,358.16,361.14,363.45,338.74,413.97,364.17,233.77,151.04,142.95,85.18
3.09,73.42,311.72,315.19,1.3888,0.5127,0.5031,0.5129,0.4984,0.0225,-54.36,148.1,-14.6,88.6,142.3,1959.74,1950.4,2029.16,1904.26,1876.94,1894.76,407.86,413.16,358.72,361.09,364.18,339.32,414.27,364.46,236.23,154,145.75,87.97
3.095,94.47,268.33,221.96,1.4814,0.4497,0.4138,0.4492,0.5124,0.0188,-53.61,147.5,-14.1,90,141.1,1962.1,1953.46,2035.72,1910.98,1883.68,1902.16,408.73,415.12,359.53,361.53,364.91,339.84,414.63,364.69,238.82,156.48,147.88,90.37
3.1,113.15,240.2,164.05,1.5597,0.3823,0.3154,0.3792,0.5233,0.0251,-52.98,146.6,-13.6,91.2,140.2,1964.44,1956.21,2042.07,1917.74,1890.56,1909.9,409.43,416.13,360.44,362.1,365.74,340.09,415.07,365.05,241.45,158.56,149.69,92.42
3.105,117.73,211.25,98.62,1.6257,0.3154,0.231,0.3062,0.5302,0.0395,-51.92,145.8,-12.9,92.4,140.1,1966.8,1959.07,2048.53,1924.72,1897.6,1918,410.26,416.08,361.41,363.22,366.43,340.39,415.67,365.39,244.09,160.2,151.08,94.09
3.11,121.28,194.2,87.99,1.6875,0.2509,0.1386,0.2328,0.5356,0.0658,-50.65,144.7,-12.4,93.4,139.8,1969.07,1961.52,2054.78,1931.66,1904.67,1926.36,411.01,415.84,362.48,363.8,367.09,340.63,416.23,365.56,246.78,161.56,152.1,95.47
3.115,117.21,159.96,124.44,1.7466,0.1881,0.0542,0.1607,0.5385,0.0873,-49.31,143.9,-11.7,94.2,139.7,1971.24,1964.14,2060.92,1938.77,1911.85,1935.01,411.58,415.43,363.53,364.4,367.89,340.95,416.87,365.6,249.61,162.6,152.55,96.5
3.12,116.12,118.36,154.15,1.8031,0.1298,-0.0269,0.0905,0.5393,0.1067,-48.1,142.5,-11.1,95.1,139.2,1973.34,1966.1,2066.83,1945.96,1919.19,1943.91,412.14,414.76,364.41,365.21,368.85,341.3,417.4,365.28,252.5,163.18,152.54,97.25
3.125,122.76,68.61,180.91,1.8552,0.0758,-0.1076,0.0217,0.535,0.1234,-46.62,141,-10.6,95.6,138.6,1975.64,1968.07,2072.48,1953.31,1926.7,1953.09,412.77,413.8,365.65,366.2,369.77,341.85,418,365.43,255.28,163.26,152.04,97.67
3.13,123.06,1.57,147.71,1.901,0.0274,-0.1883,-0.0392,0.5291,0.1408,-45.48,139.4,-10,95.8,137.7,1978.04,1969.94,2077.93,1960.65,1934.41,1962.46,413.01,412.41,366.53,367.07,370.85,342.32,418.7,366.14,257.92,163.09,151.16,97.84
3.135,132.59,-57.57,97.29,1.9435,-0.0177,-0.2598,-0.1016,0.5175,0.1594,-44.33,138.1,-9.3,95.6,136.9,1980.4,1972.19,2083.27,1967.95,1942.17,1972.14,413.14,411.4,367.58,368.19,371.96,342.69,419.37,367.46,260.55,162.68,149.88,97.73
3.14,126.01,-120.74,36.7,1.986,-0.0596,-0.3211,-0.1607,0.5005,0.178,-43.27,137.1,-8.7,95.2,136.6,1982.9,1974.75,2088.42,1975.49,1950.2,1982.09,413.11,409.47,368.49,369.43,373,342.97,420.1,368.82,263.16,162.03,148.46,97.37
3.145,104.65,-175.74,-8.46,2.0298,-0.0976,-0.3765,-0.2163,0.4763,0.2012,-41.93,136.5,-7.9,94.4,136.7,1985.57,1977.83,2093.52,1983.18,1958.32,1992.31,413.34,407.56,369.26,370.41,373.96,343.43,420.93,370.03,265.79,161.01,146.54,96.86
3.15,67.75,-229.2,-15.41,2.0744,-0.1316,-0.4249,-0.2615,0.4498,0.2142,-40.67,136.2,-7.5,93.4,136.8,1988.34,1981.03,2098.4,1991.18,1966.8,2002.66,413.55,405.59,369.99,370.99,374.67,343.87,421.83,371.23,268.2,159.64,144.31,96.21
3.155,29.06,-273.76,3.21,2.1174,-0.1605,-0.471,-0.3025,0.42,0.2153,-39.56,136,-7.2,92.1,136.9,1991.1,1984.39,2103.11,1999.36,1975.59,2013.05,413.47,404.32,370.61,371.24,375.42,344.47,422.7,372.43,270.54,158.24,141.67,95.46
3.16,16.14,-304.52,25.4,2.1567,-0.183,-0.5136,-0.3408,0.3857,0.2037,-38.64,135.8,-7.3,90.6,136.7,1993.94,1987.63,2107.57,2007.68,1984.66,2023.54,413.34,403.79,371.22,370.8,376.05,344.97,423.47,373.53,272.66,156.48,139.11,94.59
3.165,6,-331.4,47.3,2.1954,-0.201,-0.5539,-0.3806,0.3479,0.1911,-37.61,135.6,-7.4,89,136.5,1996.84,1990.79,2111.75,2016.07,1993.84,2034.31,413.26,403.42,371.99,371.14,376.63,345.45,424.27,374.5,274.63,154.56,136.49,93.52
3.17,26.48,-347.51,62.59,2.233,-0.2145,-0.5835,-0.4116,0.3056,0.1816,-36.22,135.3,-7.2,87.3,136.3,1999.77,1993.9,2115.86,2024.53,2003.01,2045.4,413.39,403.54,372.68,371.62,377.09,346.05,425.13,375.34,276.32,152.36,133.72,92.37
3.175,37.86,-366.16,68.56,2.2719,-0.2261,-0.6052,-0.438,0.261,0.1672,-34.73,135.1,-7.1,85.5,136,2002.6,1996.84,2119.77,2033.24,2012.5,2056.81,413.49,403.51,373.41,372.2,377.32,346.6,425.93,376.14,277.77,150.19,130.8,91.09
3.18,32.13,-393.81,58.7,2.3113,-0.2335,-0.6195,-0.4622,0.212,0.1486,-33.44,134.7,-6.8,83.6,135.6,2005.47,1999.64,2123.61,2042.03,2022.2,2068.33,413.25,403.16,373.8,372.71,377.64,347.19,426.63,376.91,278.92,147.96,127.61,89.82
3.185,22.13,-426.04,40.69,2.3506,-0.2385,-0.6351,-0.482,0.1602,0.1293,-32.23,134.3,-6.6,81.6,135.3,2008.2,2002.34,2127.35,2051.01,2032.34,2079.97,413.36,402.98,374.59,373.29,377.73,347.7,427.2,377.64,279.84,145.64,124.2,88.58
3.19,-2.42,-462.95,14.39,2.385,-0.2366,-0.6465,-0.4978,0.1057,0.1138,-30.84,134.1,-6.5,79.4,135.1,2010.84,2005.11,2131.02,2060.31,2042.6,2091.86,413.61,402.88,375.14,373.34,377.81,348.4,427.57,378.38,280.55,143.01,120.77,87.32
3.195,-21.83,-492.19,4.28,2.4139,-0.2288,-0.6532,-0.5071,0.0523,0.0979,-29.4,134,-6.6,77,135,2013.34,2007.84,2134.59,2070.04,2053.07,2103.96,413.58,402.75,375.73,373.09,377.81,349.14,427.9,379.11,281.07,140.43,117.36,86.13
3.2,-43.1,-517.25,0.3,2.4347,-0.213,-0.6505,-0.5158,-0.0023,0.0812,-28.05,134,-6.8,74.4,135,2015.74,2010.45,2137.91,2079.92,2063.65,2116.26,413.6,402.85,376.36,373.14,377.78,349.75,428.13,379.58,281.26,137.74,114.05,84.91
3.205,-61.39,-538.57,-0.97,2.449,-0.1918,-0.6391,-0.5208,-0.057,0.0639,-26.98,133.9,-7,71.8,134.8,2018.2,2012.92,2141.24,2089.91,2074.51,2128.62,413.37,402.95,377.23,373.24,377.84,350.3,428.33,379.86,281.14,135.13,110.69,83.79
3.21,-74.77,-563.65,-9.39,2.4568,-0.1675,-0.6172,-0.5165,-0.1141,0.0466,-25.79,133.9,-7.4,69.1,134.7,2020.74,2015.45,2144.36,2099.85,2085.58,2141.07,413.44,403.57,378.21,373.23,377.43,350.62,428.5,380,280.67,132.38,107.36,82.66
3.215,-92.67,-594.01,-43.76,2.4503,-0.1396,-0.5898,-0.501,-0.1727,0.0273,-24.51,133.9,-7.9,66.2,134.7,2023.3,2018.05,2147.46,2109.93,2096.77,2153.56,413.25,403.95,379.31,373.16,377.09,351.19,428.5,380.19,279.92,129.68,104.17,81.69
3.22,-102.93,-625.07,-78.9,2.4332,-0.1109,-0.5578,-0.4814,-0.2314,0.0054,-23.04,134.1,-8.3,63.1,134.9,2025.87,2020.68,2150.21,2120.06,2108,2166.09,413.12,404.27,380.32,373.01,376.41,351.7,428.53,380.23,278.93,127.01,101.06,80.93
3.225,-114.18,-652.62,-110.14,2.3979,-0.0784,-0.5217,-0.4572,-0.2875,-0.0127,-21.55,134.6,-8.9,59.9,135.2,2028.34,2023.38,2152.95,2130.29,2119.23,2178.54,413.03,404.24,381.29,372.74,375.67,352.25,428.47,380.2,277.65,124.4,98.27,80.44
3.23,-126.83,-672.96,-131.3,2.3482,-0.0467,-0.481,-0.4313,-0.3398,-0.0275,-19.9,135.2,-9.5,56.6,135.8,2031,2026.27,2155.46,2140.4,2130.32,2190.78,412.9,404.1,382.35,372.26,374.76,352.88,428.43,380.1,276.07,121.92,95.66,80.23
3.235,-137.53,-688.24,-140.05,2.2802,-0.0176,-0.4356,-0.3999,-0.3837,-0.0428,-18.25,135.8,-10.1,53.1,136.3,2033.8,2029.23,2157.87,2150.32,2141.24,2202.81,412.53,404.14,383.76,371.92,373.77,353.47,428.37,379.97,274.13,119.81,93.34,80.2
3.24,-150.33,-693.33,-147.22,2.1961,0.0034,-0.3931,-0.3679,-0.4221,-0.0588,-16.52,136.4,-10.9,49.6,136.9,2036.87,2032.33,2160.08,2159.95,2151.83,2214.37,412.04,403.92,384.86,371.35,372.83,354.28,428.23,379.74,271.92,117.95,91.28,80.34
3.245,-157.93,-687.56,-160.78,2.0929,0.0138,-0.3522,-0.3371,-0.4551,-0.0754,-14.5,137.1,-11.6,46.1,137.5,2040.1,2035.56,2162.22,2169.34,2162.1,2225.62,411.78,403.61,386.11,371.13,371.73,355.3,428.07,379.38,269.5,116.36,89.47,80.59
3.25,-163.15,-658.37,-175.14,1.9696,0.0114,-0.3219,-0.3107,-0.4809,-0.0915,-12.51,137.8,-12.5,42.7,138.2,2043.47,2038.95,2164.29,2178.35,2171.87,2236.15,411.64,403.39,387.28,371.04,370.75,356.49,427.8,378.95,266.88,114.88,87.97,80.99
3.255,-162.48,-617.76,-185.87,1.8275,-0.0087,-0.299,-0.2907,-0.4988,-0.11,-10.8,138.7,-13.3,39.4,139,2046.84,2042.48,2166.52,2187.08,2181.14,2246.03,411.23,403.16,388.52,371.17,370.2,357.82,427.43,378.48,264.15,113.57,86.64,81.45
3.26,-157.05,-557.63,-176.89,1.6706,-0.0464,-0.2885,-0.2833,-0.5031,-0.1274,-9.03,139.5,-14.1,36.5,139.8,2050.2,2046.05,2168.87,2195.06,2189.8,2255.08,410.94,403,389.64,371.45,369.8,359.43,427.07,377.85,261.48,112.39,85.57,81.78
3.265,-143.89,-489.93,-168.72,1.5002,-0.1036,-0.2908,-0.2875,-0.4996,-0.1402,-7.27,140.4,-14.9,33.8,140.6,2053.9,2049.9,2171.36,2202.45,2197.67,2263.37,410.82,402.55,390.69,372.12,369.87,361.5,426.77,377.25,258.81,111.28,84.51,81.86
3.27,-124.65,-413.25,-164.1,1.3148,-0.1765,-0.3046,-0.303,-0.4857,-0.1497,-5.62,141.1,-15.6,31.5,141.2,2057.84,2053.77,2173.93,2208.98,2204.72,2270.73,410.6,402.49,391.98,373.04,370.16,363.67,426.47,376.46,256.18,110.15,83.45,81.62
3.275,-105.21,-325.88,-150.37,1.1235,-0.2656,-0.3303,-0.3274,-0.4666,-0.1571,-4.05,141.8,-16.2,29.6,141.9,2061.8,2057.83,2176.62,2214.87,2210.9,2277.02,410.26,402.42,393.08,374.12,370.91,366.24,425.97,375.63,253.61,108.87,82.18,81.01
3.28,-80.01,-230.6,-148.66,0.9282,-0.3642,-0.3628,-0.3605,-0.4448,-0.1644,-2.6,142.7,-16.6,28.2,142.7,2065.6,2061.9,2179.47,2219.72,2216.11,2282.16,409.88,401.99,394.05,375.37,372.03,369.03,425.37,374.6,251.13,107.39,80.7,79.79
3.285,-60.04,-126.29,-129.08,0.7366,-0.467,-0.4019,-0.3975,-0.4266,-0.1666,-1.3,143.3,-17,27.3,143.2,2069.67,2066.06,2182.46,2223.76,2220.28,2286.34,409.25,401.8,395.12,377.13,373.49,371.99,424.73,373.6,248.98,105.65,78.92,77.88
3.29,-45.6,-34.46,-130.72,0.5487,-0.5371,-0.4384,-0.4402,-0.4129,-0.1686,0.05,143.9,-17.2,26.9,143.8,2073.8,2070.36,2185.84,2226.86,2223.28,2289.38,409.03,401.54,396.09,378.87,375.32,375.39,424.13,372.73,246.94,103.58,76.74,75.16
